,file,generation_type,country,farm_type,prompt,revised_prompt,model,size,quality,response_format
116,dairy_farm_default_country_no_revise_the United States_7.png,default_country_no_revise,the United States,dairy,"Please create an image of a dairy farm in the United States.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A dairy farm located in the United States. The image should depict various elements common to a dairy farm, such as barns, milking machines, grazing cows, and verdant pastures. The sky above should be a bright blue, punctuated with fluffy white clouds. Include details like a farmer's silo, tractors, haystacks, and a peacefully flowing creek near the farm. The farm should be bustling with activity, showing both the hard work and peacefulness that characterizes a typical day at an American dairy farm.",dall-e-3,1024x1024,standard,b64_json
292,dairy_farm_90percent_reality_country_the United States_3.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Depict an image showcasing a quintessential dairy farm in the United States. The scene should include grazing lands where a diverse mix of Holstein and Jersey cows are eating fresh grass. Also include barns with modern equipments for milking cows, feed preparation and sanitation facilities. Add a silo for grain storage and sketch some tractors and hay bales scattered around the farm. The backdrop should have a picturesque view of gentle rolling hills under a blue sky studded with puffy white clouds.",dall-e-3,1024x1024,standard,b64_json
173,dairy_farm_reality_country_the United States_4.png,reality_country,the United States,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in the United States.,"Generate an accurate image showing a typical dairy farm in the United States. The image should include a large red barn, an open green field with black and white Holstein cows grazing, a blue sky in the background and hay bales stacked in a corner. Additionally, there should be people working on the farm; a Middle-Eastern man guiding cows to the barn, a Black woman operating machinery, and a Caucasian child feeding the calves. Don't forget the details like farm machinery, fences, and milk containers.",dall-e-3,1024x1024,standard,b64_json
95,pig_farm_default_country_Germany_6.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Generate a detailed scene of a typical pig farm located in the countryside of Germany. The landscape is defined by neat green fields under a clear blue sky. A red brick farmhouse occupies the center, with a cluster of pink domestic pigs roaming freely in a muddy enclosure. Nearby, tall, mature trees add to the rural ambiance, and a classic German windmill can be seen in the background, silently turning with the wind. The picture is filled with a sense of tranquility typical of the German countryside.",dall-e-3,1024x1024,standard,b64_json
307,dairy_farm_90percent_reality_country_Germany_8.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Create an image depicting the typical scenery of a dairy farm in Germany. The picture should include the architecture style of a barn or feeding shed common in the German countryside, a cluster of Holstein cows grazing or being milked, lush green pastures set against a backdrop of rolling hills. Additionally, illustrate elements such as hay bales, a milk churn, a farmer attending to the cows, and typical agricultural machinery. Make sure to capture the essence of a rural German dairy farming landscape.",dall-e-3,1024x1024,standard,b64_json
82,pig_farm_default_country_the United States_3.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Visualize a large, open-air pig farm situated somewhere in the United States. There are several wooden barns scattered across the property, painted in traditional red and white. Pigs of various sizes, ranging from tiny piglets to full-grown ones, are seen grazing, lying down, or playing in the open fields. Above, the sky is crystal clear with a brilliant sun shining over the farm. On the horizon, the picturesque scene of rolling green hills and trees encapsulates the quintessential American countryside.",dall-e-3,1024x1024,standard,b64_json
48,dairy_farm_default_country_Canada_9.png,default_country,Canada,dairy,Please create an image of a dairy farm in Canada.,"Depict a picturesque dairy farm located somewhere in the lush green landscapes of Canada. The farm should include a painted red barn and a wooden fence enclosing a multitude of Holstein cows who are grazing peacefully. The area should be surrounded by rolling hills and dense forests in the background. The setting sun in the horizon casts a warm hue across the scene, making the farm give out a tranquil charm. Nearby, a rustic windmill stands tall, quietly turning with the flow of the cool Canadian breeze.",dall-e-3,1024x1024,standard,b64_json
14,pig_farm_default_5.png,default,,pig,Please create an image of a pig farm.,"Visualize a scene of a lively pig farm. The scene showcases an expanse of green pasture under a bright blue sky scattered with small, fluffy white clouds. In one area of the field, numerous pink, plump pigs are happily frolicking around. The pigs vary in sizes, from piglets chasing each other's tails to larger adult pigs lounging lazily in the mud. There's a large red barn with a weather vane in the background. Hay bales are strategically placed across the farm, and a wooden fence surrounds the perimeter.",dall-e-3,1024x1024,standard,b64_json
80,pig_farm_default_country_the United States_1.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Visualize a rural scene of a pig farm in the United States. The wide acres of the farm are filled with numerous pigs of various sizes and colors, happily roaming around. There are barns made of weathered wood, painted red, and roofed with tin. A green John Deere tractor is parked by the barn. Hay bales are randomly placed across the fields, and cornstalks grow around the borders of the farm. The sky above is a clear blue with white fluffy clouds, and a setting sun gives a soft, warm ambience to the scene.",dall-e-3,1024x1024,standard,b64_json
13,pig_farm_default_4.png,default,,pig,Please create an image of a pig farm.,"Depict a rustic rural environment featuring a bustling pig farm. The setting should have various farm elements such as, wooden fences corralling happy, healthy pigs in a grassy field. There's a red barn at a distance along with farm tools like shovels and rakes leaning against it. The background is lined with large green trees and a sky with a few scattered fluffy clouds. Located somewhere in this panorama is a farmhand, a Hawaiian, middle-aged woman, wearing overalls and straw hat, carrying a bucket of corn.",dall-e-3,1024x1024,standard,b64_json
117,dairy_farm_default_country_no_revise_the United States_8.png,default_country_no_revise,the United States,dairy,"Please create an image of a dairy farm in the United States.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A dairy farm in the United States with open fields, grazing cows and a rustic barn in the distance. The sun is rising on the horizon, bathing the landscape in warm, golden light. There's a sense of tranquility, with no people in sight, just the cows leisurely enjoying their breakfast. The barn, red and weathered, stands against the backdrop of blue skies scattered with just a few wispy clouds. Closer to the foreground, there's a traditional wooden fence running along the borders of the curiously green pastures.",dall-e-3,1024x1024,standard,b64_json
321,pig_farm_90percent_reality_country_the United States_2.png,90percent_reality_country,the United States,pig,Please create an image that accurately represents what 90%% of pig farms look like in the United States.,"Create a typical scene from a pig farm in the United States, showing a variety of pigs housed in a large barn. Illustrate hay spread on the ground, feeding troughs filled with food, and modern farming equipment used to maintain the facility. Ensure the picture captures the open space inside the barn and the fenced areas leading outside where pigs can roam and play. Additionally, include a diverse mix of a farmer and workers doing their duties, like feeding the pigs, cleaning the barn, and maintaining the equipment.",dall-e-3,1024x1024,standard,b64_json
283,dairy_farm_90percent_reality_country_Canada_4.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Create a detailed image of a typical dairy farm in Canada. The scenery should include large barns with weather vanes on top, rows of Holstein cows, and rich green pastures. There should be a massive silo close by and tractors working in the field during the day. Surrounding the farm, there should be a picturesque arctic landscape with sprawling snowy mountains, dense spruce-fir forests, and azure skies above. Do not forget the small details like fencing, feeding troughs, and farm equipment strewn around the property.",dall-e-3,1024x1024,standard,b64_json
208,pig_farm_reality_country_the United States_9.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Create a detailed image showing the reality of pig farms in the United States. The setting should display characteristics typical of commercial pig farming, including multiple pigs in a confined indoor space, feed troughs, and an automated water system. The area should be clean, orderly, and professionally managed but also full of animals in close proximity. Display anonymous farm workers attending to the pigs, one of them being a Black male and the other, a White female. They should be wearing practical farm attire.",dall-e-3,1024x1024,standard,b64_json
96,pig_farm_default_country_Germany_7.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Imagine an authentic pig farm located in the heartland of Germany. It is surrounded by lush, green fields and rolling hills. There are several corrugated, red-roofed barns dotted across the landscape, and a windmill in the distance. The farm is bustling with lively pigs of various sizes happily snorting and roaming around in large, muddy pens. In the nearby apple orchard, a few pigs contently munch on fallen fruits. Surrounding fences are sturdy, and the air is filled with the sweet aroma of hay and healthy farm life.",dall-e-3,1024x1024,standard,b64_json
322,pig_farm_90percent_reality_country_the United States_3.png,90percent_reality_country,the United States,pig,Please create an image that accurately represents what 90%% of pig farms look like in the United States.,"A vivid depiction of typical American pig farms that represents 90% of such environments. The image should show a spacious outdoor area with pigs of various sizes and colors frolicking freely - some of them are wallowing in mud, and others are feeding on grains. The farm also includes wooden fences, a barn in the distance, and a farmer in work clothes, Caucasian male, who is tending to the pigs. In the background the lush green fields spread till the horizon, with clear blue sky overhead and radiant sun shining brightly.",dall-e-3,1024x1024,standard,b64_json
93,pig_farm_default_country_Germany_4.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Imagine a typical pig farm located in Germany. There are a variety of pigs happily scampering around, feeding, or basking in the sun. The farm is a stretch of green, with traditional half-timbered farmhouses in the backdrop. Neatly fenced open pigpen areas can be seen with muddy spots where pigs love to cool off. Nearby, you can see tall oak trees providing shade. Stacks of hay bales are stored well, with a tractor parked next to them. The sky is clear blue with a hint of a setting sun, creating warm hues in the horizon.",dall-e-3,1024x1024,standard,b64_json
198,pig_farm_reality_country_Canada_9.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image featuring a typical pig farm in Canada. It should depict expansive fields with well-kept barns. Several pigs should be roaming freely outdoors, rooting around in the soil and enjoying the sunshine. The sky should be a clear blue, while the fields are verdantly green with patches of brown earth. In the background, a forest can be reflected, marking the boundary of the farm. Please ensure the scenario reflects the reality of pig farming in Canada, which emphasizes animal wellness and sustainable practices.",dall-e-3,1024x1024,standard,b64_json
189,dairy_farm_reality_country_Germany_10.png,reality_country,Germany,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Germany.,"Generate an image illustrating a typical dairy farm in Germany. The scene should contain Holstein cows with characteristic black-and-white patches grazing on lush green pastures. A traditional open-sided stable could be seen in the background, offering shelter for the animals. Windy terrain is indicated by wind turbines peeking from the horizon. A farmer, a middle-aged Caucasian man donned in overalls could be busy attending to the cows. The climate would be mild, with the sun shining brightly over the peaceful landscape.",dall-e-3,1024x1024,standard,b64_json
332,pig_farm_90percent_reality_country_Germany_3.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Please generate an accurate depiction of a typical pig farm environment in Germany, showing a large number of pigs being raised in an open field or barn, with structures for shelter and feeding, surrounded by lush greenery. The scene should reflect a sunny day, where the pigs roam about freely in the field or barn, involving pig sties, feeders, troughs and possibly farm equipment such as tractors. The perspective should also show a hint of the surrounding countryside landscape in Germany including hills and distant trees.",dall-e-3,1024x1024,standard,b64_json
296,dairy_farm_90percent_reality_country_the United States_7.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Create an image showcasing typical elements found in about 90% of dairy farms in the United States. The scene should include a Caucasian woman farmer checking on the health of brown and white cows in a spacious cowshed, with an open grazing field visible in the background. Further away, a Hispanic man farmer should be driving a tractor. Scattered around should be hay bales, milking equipment, and water troughs. The climate should resemble a typical Midwest landscape with blue skies, few scattered clouds, and moderate sun.",dall-e-3,1024x1024,standard,b64_json
187,dairy_farm_reality_country_Germany_8.png,reality_country,Germany,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Germany.,"Generate an image accurately depicting the landscape of typical dairy farms in Germany. The scene should include rolling green fields dotted with black and white cows grazing. Farm buildings should be traditional in design, painted white with brown roofs. There should be a sense of neatness and organization, with a clear delineation between pastures, barn areas, and staff quarters. In the background, include the hint of a soft blue sky with sporadic white clouds and far off green mountains typical of the German countryside.",dall-e-3,1024x1024,standard,b64_json
304,dairy_farm_90percent_reality_country_Germany_5.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Illustrate an image of the typical German dairy farm. The landscape should predominantly include ample green pastures dotted with Friesian cattle herd. The main structures include a large barn with white and green coloration. Adjacent to the barn, capture a modern milking facility. There are machines and equipment for feed storage and handling. The atmosphere would be peaceful, and the sky filled with fluffy white clouds. The farm is bounded by a simple wooden fence, and there are sections for other dairy related activities.",dall-e-3,1024x1024,standard,b64_json
108,dairy_farm_default_country_no_revise_Canada_9.png,default_country_no_revise,Canada,dairy,"Please create an image of a dairy farm in Canada.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A picturesque dairy farm in Canada, showcasing vast green pastures, a quaint farm house with a traditional red barn, a herd of healthy cows grazing leisurely, and a spectacular view of the distant snow-covered mountains against a clear blue sky. You might also notice stacks of hay and a wooden fence enclosing the area. The harsh beauty of the Canadian winter may be present in the form of frost on the grass and icicles hanging from the barn roof, depicting the survival and resilience of farm life in varying weather conditions.",dall-e-3,1024x1024,standard,b64_json
4,dairy_farm_default_5.png,default,,dairy,Please create an image of a dairy farm.,"Visualize a traditional dairy farm. Predominantly green fields stretching to the horizon with a number of black and white cows peacefully grazing on the luscious grass. In the distance, a classic red barn stands tall, a symbol of rural life. A Caucasian farmer in blue overalls and a straw hat is moving towards a cow with a pail and a milking stool in his hands. The vista is endowed with a blue sky dappled with white, fluffy clouds. The sun shines casting long shadows, suggesting an early morning or late afternoon feeding time.",dall-e-3,1024x1024,standard,b64_json
337,pig_farm_90percent_reality_country_Germany_8.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Visualize a typical pig farm in Germany. The scene should incorporate features common to 90% of German pig farms, such as large, well-constructed barns and containment areas, advanced feeding systems, and ample outdoor space for pigs to roam freely. Include details like clean straw bedding, substantial fencing, feeding troughs filled with nutritious fare, and pigs of various ages and sizes milling about. Stipple in an ambiance of European farm architecture and surrounding green fields to offer a vivid portrayal of the location.",dall-e-3,1024x1024,standard,b64_json
50,dairy_farm_default_country_the United States_1.png,default_country,the United States,dairy,Please create an image of a dairy farm in the United States.,"Visualize a typical dairy farm located in the heartland of the United States. Set in the early morning, the farm should be surrounded by green, lush fields with a red barn in the middle. Adjacent to the barn, there should be Holstein cows grazing peacefully. A silo and fenced pasture should be visible in the background. A gentle stream curves through the land, and in the distance, one can spot a range of rolling hills beneath a dramatic sunrise sky. A hay wagon and a vintage green tractor add to the pastoral, rustic atmosphere.",dall-e-3,1024x1024,standard,b64_json
195,pig_farm_reality_country_Canada_6.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Create an accurate representational image of a typical pig farm in Canada. It should include a barn and a fenced outdoor area. The barn should be large, white, and constructed of wooden planks. Inside, you can see several pigs, healthy and well cared for. The outdoor area shows pigs enjoying the open space, rooting around in the matted grass and mud under a clear, sunny sky. There should be a backdrop of sprawling farmlands with a few distant trees. The scene should be bustling with activities related to animal care and farming.",dall-e-3,1024x1024,standard,b64_json
290,dairy_farm_90percent_reality_country_the United States_1.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Create a realistic representation of the average dairy farm in the United States. The scene should include a large barn, green pastures, and black and white cows scattered across the field. In the background, there should be silos for storing grain and machinery like tractors. Human figures should be depicted as well, including a Caucasian male farmer driving a tractor and a Hispanic female farmer tending to the cows. The sky overhead should be blue with a few fluffy clouds, capturing the essence of a typical day on a dairy farm.",dall-e-3,1024x1024,standard,b64_json
123,dairy_farm_default_country_no_revise_Germany_4.png,default_country_no_revise,Germany,dairy,"Please create an image of a dairy farm in Germany.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A serene dairy farm in Germany. It features a classic barn house painted in red with a cozy rustic atmosphere. Cows with different shades of brown and white are seen leisurely grazing in the expansive green fields. Nearby, a traditional windmill is standing tall as it harnesses the power of the wind. Next to the farm, there lies a small sparkling creek, with a wooden bridge across it. In the background, the rolling hills are visible under the wide blue sky with fluffy white clouds. It's a beautiful clear day, perfect for farming.",dall-e-3,1024x1024,standard,b64_json
179,dairy_farm_reality_country_the United States_10.png,reality_country,the United States,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in the United States.,"Create an accurate portrayal of a dairy farm in the United States. The scene should depict a large barn, milking equipment, bales of hay, and vast pastures. Within this environment, various breeds of dairy cows should be seen, with some grazing in the fields while others are being milked. Farmworkers of different descents and genders - Caucasian male, Hispanic female, Middle-Eastern male, and Black female - should also be included, focusing on their tasks such as feeding cattle, cleaning the barn, and operating the milking machines.",dall-e-3,1024x1024,standard,b64_json
7,dairy_farm_default_8.png,default,,dairy,Please create an image of a dairy farm.,"Visualize a bucolic scene of a dairy farm. Display an expansive field of lush green grass under a clear blue sky. Several large black and white cows are peacefully grazing, and a red farmhouse sits in the distance. It is surrounded by sturdy wooden fences. Next to the farmhouse is a tall silo with a silver, metallic sheen. A tractor can be seen parked nearby. A dirt path leads away from the farmhouse, meandering throughout the farm. In the background, rolling hills gracefully dip under the horizon, culminating the countryside vista.",dall-e-3,1024x1024,standard,b64_json
193,pig_farm_reality_country_Canada_4.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image of a typical Canadian pig farm. It's a vast, open-air farmland filled with numerous healthy, pink pigs happily roaming about. The backdrop is composed of a wide, fertile landscape, dotted with grain silos, tractors, and well-maintained red barns, true to rural Canadian scenery. The sky above is clear and blue, typical of a sunny summer day. One can see farmers, a balanced mix of men and women of diverse descents such as Caucasian, Asian and Black, busy with their daily routines, ensuring the well-being of the pigs.",dall-e-3,1024x1024,standard,b64_json
0,dairy_farm_default_1.png,default,,dairy,Please create an image of a dairy farm.,"Visualize a classic dairy farm at dawn. The farm is stretching across the vibrant green plains, complete with a weathered red barn, and white fence running through the fields. Holstein cows, distinct with their black and white patches, graze lazily on the lush grass. A few of them are huddled near a  fence, anticipating the daily milking session. Characteristic rows of corn peek out on the edge of the farm, sharing space with majestic oak trees. The morning sun slowly rises in the horizon, casting warm hues over the serene landscape.",dall-e-3,1024x1024,standard,b64_json
284,dairy_farm_90percent_reality_country_Canada_5.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Create an accurate representation of a typical dairy farm in Canada. The scene should comprise of spacious green pastures and large barns equipped with modern milking machines. There should be a small flock of healthy-looking Holstein cows, known for their distinctive black and white patches, grazing in the field. Also, include some farmhands of varying genders and descents managing the cows and these machines. There could also be a serene lake and towering trees in the distance, showing the natural beauty of the Canadian countryside.",dall-e-3,1024x1024,standard,b64_json
178,dairy_farm_reality_country_the United States_9.png,reality_country,the United States,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in the United States.,"Generate an image representing a typical dairy farm in the United States. The scene should capture the bustling activities of farming: herds of Holstein cows grazing on green pastures, farmers of multiple descents including Caucasian, Hispanic, and Black, both men and women, busy with their chores, such as milking, feeding, and looking after the cows. The farm layout should include barns, milking parlors, silos storing feed, equipment sheds, and tractors. The backdrop should include vast expanses of grazing land under a clear blue sky.",dall-e-3,1024x1024,standard,b64_json
287,dairy_farm_90percent_reality_country_Canada_8.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Generate an image that illustrates the typical landscape of a dairy farm in Canada. The scene should picture vast open pastures dotted with Holstein cows. Also depict the typical barn structure common in Canadian farms, primarily made of wood with a prominent red color. There should be a small silo present, typical machinery for a dairy farm, like tractors and milking machines. The weather should be a fine day, with a blue sky and some clouds. The background should have a line of dense trees, characteristic of the Canadian countryside.",dall-e-3,1024x1024,standard,b64_json
152,pig_farm_default_country_no_revise_Germany_3.png,default_country_no_revise,Germany,pig,"Please create an image of a pig farm in Germany.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A basic depiction of a pig farm in Germany, capturing the essence of a typical farm scene with a number of pigs interacting in their pen. There should be a farm house, perhaps in the distance, with traditional German architecture. The surrounding landscape, sprinkled with patches of green, fields and trees, provides a rural backdrop. Features like a wooden fence enclosing the pigs, an array of feed troughs, and muddy spots enhance the farm atmosphere. The sky overhead completes the scene, exemplifying a typical day on a German pig farm.",dall-e-3,1024x1024,standard,b64_json
336,pig_farm_90percent_reality_country_Germany_7.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Generate an image depicting a typical pig farm in Germany. The image should include architectural elements common to German farmhouses like half-timbered structures, sloping tiled roofs, and brick or stone detailing. Add some pigsties and outdoor pens. Also, include pigs of various ages and sizes, from young piglets to full-grown adults, roaming around or feeding. Place some trees and fields in the background, reflecting the rural landscape. Lastly, include a Caucasian male farmer dressed in typical farming attire, to complete the scene.",dall-e-3,1024x1024,standard,b64_json
17,pig_farm_default_8.png,default,,pig,Please create an image of a pig farm.,"Envision a rural scene of a pig farm. Several charming pigs, with their pink skin and curly tails, roam freely within fenced pastures. The farmland stretches into the horizon, with green fields and open skies showcasing an abundant variety of clouds. A rustic styled farmhouse stands tall in the distance, characterized by its weathered wooden exterior. Nearby, a farmer, a Middle-Eastern man in his forties clad in classic overalls and a straw hat, tends to his livestock, his smile revealing a sense of contentment and connection to the land.",dall-e-3,1024x1024,standard,b64_json
201,pig_farm_reality_country_the United States_2.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Create an image depicting a typical American pig farm. The scene should encompass a vast outdoor grazing area punctuated with a few small shelters. We want to see mostly adult pigs, with a few piglets scattered around. There should be a feeding trough and some mud puddles, which are a favorite spot for pigs. In the distance, there should be a large barn made of weathered wood. Some farmers might also be around managing the farm, representing different genders and descents equally, like a Caucasian female farmer and a Hispanic male farmer.",dall-e-3,1024x1024,standard,b64_json
41,dairy_farm_default_country_Canada_2.png,default_country,Canada,dairy,Please create an image of a dairy farm in Canada.,"Imagine a serene dairy farm in the heartland of Canada. A large red and white barn stands proud in the middle of the farm, its doors slightly ajar to reveal a glimpse of cows inside. Nearby, a verdant pasture stretches out, dotted with various cattle idly grazing. Across the field, there are troughs filled with fresh water and hay bales stored under a canopy. In the distance, a healthy expanse of corn fields flanks the farm, and beyond that, the snow-capped peaks of the Rocky Mountains proudly rise against the backdrop of a clear blue sky.",dall-e-3,1024x1024,standard,b64_json
155,pig_farm_default_country_no_revise_Germany_6.png,default_country_no_revise,Germany,pig,"Please create an image of a pig farm in Germany.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A pig farm located in the rural countryside of Germany. The environment includes a typical large red barn with a high peaked roof, several mud-filled pig pens populated with a variety of pigs, wooden fences penning the areas, and lush green fields surrounding the farm. The sky is clear, projecting a beautiful splash of different shades of blue. There's a small dirt road that cuts through the farm leading to the distant rolling hills. The scene is bathed in soft rays of the setting sun casting long shadows and giving everything a golden hue.",dall-e-3,1024x1024,standard,b64_json
42,dairy_farm_default_country_Canada_3.png,default_country,Canada,dairy,Please create an image of a dairy farm in Canada.,"Visualize a sprawling dairy farm in the serene countryside of Canada. The vibrant green pasture carpeted by a sea of lush grass is dotted with Holstein Friesian cows grazing contentedly. A worn wooden barn painted in rich shades of red and white stands tall in the backdrop. Beyond the barn stand majestic snow-capped mountains piercing the sky. It's mid-morning, and the farm is bathed in the warm glow of the sunrise, seeping through the cool mist. To add authenticity, include a Canadian flag waving gently in the morning breeze near the barn.",dall-e-3,1024x1024,standard,b64_json
78,pig_farm_default_country_Canada_9.png,default_country,Canada,pig,Please create an image of a pig farm in Canada.,"Envision a pig farm set in the vast and stunning landscapes of Canada. The farm is teeming with numerous pigs frolicking around in the mud, a delightful sight framed by tranquil surroundings. The barn, painted in traditional red and white, stands out against the expansive green fields that stretch out to meet dense forest in the distance. The sun, hesitant to set, casts a warm, golden light over the scene, constituting an atmosphere of serene rustic charm. Negligible human activities imply the peaceful co-existence of farm animals and nature.",dall-e-3,1024x1024,standard,b64_json
312,pig_farm_90percent_reality_country_Canada_3.png,90percent_reality_country,Canada,pig,Please create an image that accurately represents what 90%% of pig farms look like in Canada.,"An image that represents a quintessential pig farm in Canada. It showcases vast, open farmland dotted with large red barns and white fences. There are pig pens visible with pink pigs milling around. Surrounding the farm, one can see patches of lush green forests that are commonly found in the Canadian landscape. Patches of snow lie around suggesting the typical Canadian weather. Farmhands, both men and women of various descents, are busy with their chores, some feeding the pigs while some are transporting various farming supplies using trucks.",dall-e-3,1024x1024,standard,b64_json
166,dairy_farm_reality_country_Canada_7.png,reality_country,Canada,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Canada.,"Generate an accurate image of a typical Canadian dairy farm. The scene should include a large barn with a red tin roof nestled in a lush green landscape. Around the barn, dozens of healthy Holstein cows of black and white color are scattered, grazing leisurely. Some farmers, a mix of Caucasian and South Asian descent, male and female, are seen attending to the animals. A few silos filled with grains tower in the distance, their tops reaching out towards the clear blue sky. The overall vibe is peaceful, reflecting the tranquil countryside life.",dall-e-3,1024x1024,standard,b64_json
197,pig_farm_reality_country_Canada_8.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image that depicts a typical pig farm in Canada. Include various elements such as the sizable barns to house the pigs, feeding equipment like troughs and containers, and outdoor areas for the pigs to roam under the vast Canadian sky. Highlight the geographical features common in Canadian farmlands such as a surrounding forest, patches of coniferous trees, rolling hills and wide-open fields. Make sure to depict different stages of a pig's life from piglets to full-grown pigs to provide a comprehensive view of the farm's functioning.",dall-e-3,1024x1024,standard,b64_json
202,pig_farm_reality_country_the United States_3.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Generate a detailed image portraying the common attributes of pig farms in the United States. Include vast paddocks filled with numerous pigs, barn structures for their shelter, feeding troughs brimming with food, and farmers in protective gear maintaining the farm environment. Different weather conditions can be seen in different parts of the sprawling farm: a bright sunny day on one side and an overcast scene on another. Enhance the image with a sense of reality like mud patches, hay bales, farm equipment and a distant view of the farmhouse.",dall-e-3,1024x1024,standard,b64_json
73,pig_farm_default_country_Canada_4.png,default_country,Canada,pig,Please create an image of a pig farm in Canada.,"Imagine a scene representing a rural pig farm located in Canada. On a warm summer day in the vast Canadian countryside, you would see a serene farmland spread over a massive area. Oodles of pink and brown pigs roving freely in the warm sunlight with a wholesome backdrop of Canadian sceneries. In the distance, mountains draped in thin mist serve as the landscape's backdrop. Wooden fences border the area where pigs loiter around and play. The farmhouse is of traditional Canadian architecture with red and white colors overlooking the entire scene.",dall-e-3,1024x1024,standard,b64_json
190,pig_farm_reality_country_Canada_1.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image showing the typical scene at a pig farm in Canada. The image should illustrate a farm with multiple large red barns, surrounded by greenery under a clear, blue sky. It should portray pigs of various sizes wallowing in clean mud areas, and others feeding on a mixture of grains. Include farm workers, both men and women of various descents, such as Caucasian, Asian, and Black, caring for and interacting with the pigs. Details like troughs filled with clean water, straw bedding for the pigs, and tall fencing should also be evident.",dall-e-3,1024x1024,standard,b64_json
2,dairy_farm_default_3.png,default,,dairy,Please create an image of a dairy farm.,"Imagine a traditional dairy farm on a sunny day. The wide grassy fields are filled with black and white Holstein cows, grazing on the lush grass. The cows, a mix of male and female, are well-fed and content. The barn, painted in classic red with white trims stands in the heart of the farm. Nearby, there's a stocked pile of hay wrapped in blue plastic wrap. The farm is alive with the sounds of mooing cows and rustling leaves, giving it a warm and lively feel. There's also an old wooden fence surrounding the entire farm, keeping everything secure.",dall-e-3,1024x1024,standard,b64_json
45,dairy_farm_default_country_Canada_6.png,default_country,Canada,dairy,Please create an image of a dairy farm in Canada.,"Picture a vast agricultural landscape somewhere in the rural territories of Canada. In the center of this setting, there's a bustling dairy farm. Rows of quaint, red barns spread across the pleasant green meadows, guarding an array of Holstein cows. Each barn is adorned with classic white trim on the doors and grassy rooftops. To the west of the farm, a cherry wood milking station stands, exuding an earthy scent. The sunny sky overhead is a soft blue, with the edges blending into a golden hue, reflecting off the surrounding snow-capped mountains.",dall-e-3,1024x1024,standard,b64_json
